8.298367857933044434e-01, 6.166400313377380371e-01, 9.668468236923217773e-01, 9.982874244451522827e-02, 1.266115665435791016e+01
9.235304594039916992e-01, 2.500333487987518311e-01, 9.807692170143127441e-01, 6.817607581615447998e-02, 2.272802829742431641e+00
9.350613355636596680e-01, 2.147728055715560913e-01, 9.791666269302368164e-01, 6.195077300071716309e-02, 2.236620187759399414e+00
9.385259747505187988e-01, 2.032521069049835205e-01, 9.827724099159240723e-01, 5.686782300472259521e-02, 2.107245445251464844e+00
9.404255151748657227e-01, 1.971507519483566284e-01, 9.839745163917541504e-01, 6.016779690980911255e-02, 2.340310335159301758e+00
9.436680674552917480e-01, 1.881497651338577271e-01, 9.823719859123229980e-01, 5.684413015842437744e-02, 2.025158643722534180e+00
9.435937404632568359e-01, 1.877462267875671387e-01, 9.815705418586730957e-01, 5.721271038055419922e-02, 2.131120204925537109e+00
9.459810256958007812e-01, 1.797362715005874634e-01, 9.847757816314697266e-01, 5.335616320371627808e-02, 2.140398740768432617e+00
9.451916813850402832e-01, 1.810926496982574463e-01, 9.791666269302368164e-01, 6.538283079862594604e-02, 2.266851186752319336e+00
9.459767937660217285e-01, 1.803638190031051636e-01, 9.827724099159240723e-01, 6.054660677909851074e-02, 2.103665351867675781e+00
9.463191032409667969e-01, 1.791971921920776367e-01, 9.843751788139343262e-01, 5.653857067227363586e-02, 2.098559379577636719e+00
9.456843137741088867e-01, 1.799117475748062134e-01, 9.835736155509948730e-01, 5.964266881346702576e-02, 2.345656156539916992e+00
9.449328780174255371e-01, 1.835909932851791382e-01, 9.811698198318481445e-01, 6.866788119077682495e-02, 1.993695259094238281e+00
9.453676342964172363e-01, 1.831764727830886841e-01, 9.839743375778198242e-01, 5.608653649687767029e-02, 2.117669582366943359e+00
9.454042911529541016e-01, 1.823849976062774658e-01, 9.835736751556396484e-01, 6.177258864045143127e-02, 2.344121217727661133e+00
9.463648200035095215e-01, 1.803793013095855713e-01, 9.791666865348815918e-01, 7.113581895828247070e-02, 2.200114727020263672e+00
