8.489241600036621094e-01, 5.120029449462890625e-01, 9.702524542808532715e-01, 9.374845772981643677e-02, 1.223457121849060059e+01
9.421574473381042480e-01, 1.932470053434371948e-01, 9.770632982254028320e-01, 7.611183077096939087e-02, 1.987080812454223633e+00
9.487273097038269043e-01, 1.701871007680892944e-01, 9.782651066780090332e-01, 6.766539812088012695e-02, 1.866588354110717773e+00
9.515405893325805664e-01, 1.569566428661346436e-01, 9.786658287048339844e-01, 6.637189537286758423e-02, 1.963689327239990234e+00
9.536271095275878906e-01, 1.501249969005584717e-01, 9.813702702522277832e-01, 5.802249908447265625e-02, 1.985847711563110352e+00
9.544785618782043457e-01, 1.492450982332229614e-01, 9.818710088729858398e-01, 5.532729998230934143e-02, 1.996005296707153320e+00
9.567154049873352051e-01, 1.395698636770248413e-01, 9.806690216064453125e-01, 5.886935070157051086e-02, 1.942400932312011719e+00
9.561145305633544922e-01, 1.442000418901443481e-01, 9.814704060554504395e-01, 5.953083932399749756e-02, 1.913435935974121094e+00
9.592942595481872559e-01, 1.342782825231552124e-01, 9.834734201431274414e-01, 5.749209597706794739e-02, 1.961173295974731445e+00
9.578755497932434082e-01, 1.389678716659545898e-01, 9.826723933219909668e-01, 5.665482953190803528e-02, 1.963327169418334961e+00
9.599203467369079590e-01, 1.323219388723373413e-01, 9.810697436332702637e-01, 5.725496634840965271e-02, 1.997110605239868164e+00
9.580174088478088379e-01, 1.367193162441253662e-01, 9.796675443649291992e-01, 6.163989752531051636e-02, 1.957110166549682617e+00
9.596698284149169922e-01, 1.316611319780349731e-01, 9.804688096046447754e-01, 6.093138456344604492e-02, 2.011841297149658203e+00
9.603796005249023438e-01, 1.284600347280502319e-01, 9.824719429016113281e-01, 5.337875336408615112e-02, 1.998401403427124023e+00
9.600707888603210449e-01, 1.317356526851654053e-01, 9.816708564758300781e-01, 5.757582560181617737e-02, 1.952458381652832031e+00
9.599452614784240723e-01, 1.314606815576553345e-01, 9.830729365348815918e-01, 5.675134435296058655e-02, 1.963883399963378906e+00
