9.182368516921997070e-01, 2.724985778331756592e-01, 9.833735227584838867e-01, 5.464545637369155884e-02, 8.662299156188964844e+00
9.666135907173156738e-01, 1.099619790911674500e-01, 9.846756458282470703e-01, 4.939302802085876465e-02, 1.544668912887573242e+00
9.727395176887512207e-01, 9.063863009214401245e-02, 9.835737347602844238e-01, 4.845272377133369446e-02, 1.763302087783813477e+00
9.730564355850219727e-01, 8.805797994136810303e-02, 9.842751026153564453e-01, 4.433897137641906738e-02, 1.543337583541870117e+00
9.763948321342468262e-01, 7.786114513874053955e-02, 9.851763248443603516e-01, 4.348325729370117188e-02, 1.542694091796875000e+00
9.774966239929199219e-01, 7.229375094175338745e-02, 9.859776496887207031e-01, 4.599843919277191162e-02, 1.541729688644409180e+00
9.780307412147521973e-01, 7.147554308176040649e-02, 9.860777854919433594e-01, 4.961007088422775269e-02, 1.544143915176391602e+00
9.781477451324462891e-01, 7.201863080263137817e-02, 9.880810379981994629e-01, 3.683636710047721863e-02, 1.544021844863891602e+00
9.790656566619873047e-01, 6.814046204090118408e-02, 9.889824390411376953e-01, 3.479995951056480408e-02, 1.544578313827514648e+00
9.806345701217651367e-01, 6.315724551677703857e-02, 9.870793819427490234e-01, 4.277565702795982361e-02, 1.564608573913574219e+00
9.810854196548461914e-01, 6.303381174802780151e-02, 9.863783121109008789e-01, 4.309396818280220032e-02, 1.542302370071411133e+00
9.799668192863464355e-01, 6.553166359663009644e-02, 9.875801205635070801e-01, 4.105036333203315735e-02, 1.550753116607666016e+00
9.819033741950988770e-01, 5.771287903189659119e-02, 9.876803755760192871e-01, 4.210174083709716797e-02, 1.548420667648315430e+00
9.809182286262512207e-01, 6.133702024817466736e-02, 9.886819720268249512e-01, 3.974452987313270569e-02, 1.545261621475219727e+00
9.806845188140869141e-01, 6.138182058930397034e-02, 9.892828464508056641e-01, 4.116827622056007385e-02, 1.571184873580932617e+00
9.830713868141174316e-01, 5.648370832204818726e-02, 9.900842308998107910e-01, 3.550223633646965027e-02, 1.656025171279907227e+00
